titolo,sorgente,pubDate,ISODate,URL
[Dipartimento delle attività produttive] DDG 683 del 26/02/2019,Dipartimento delle attività produttive,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198393260
[Fondo Pensioni Sicilia] FONDO PENSIONI SICILIA - IL RAPPORTO SULLA SPESA PENSIONISTICA DELLA REGIONE SICILIANA - ANNO 2018,Fondo Pensioni Sicilia,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198392038
[Fondo Pensioni Sicilia] Regolamentazione rapporti con l'utenza richieste di informazioni telefoniche,Fondo Pensioni Sicilia,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198393906
[Genio Civile Agrigento] AVVISO ALL'UTENZA,Genio Civile Agrigento,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198391410
[Dipartimento delle attività produttive] Fiera Mediterranea del cavallo Militello Catania 10-12 Maggio 2019,Dipartimento delle attività produttive,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198391216
[Dipartimento delle attività produttive] DDG 684 del 26/02/2019,Dipartimento delle attività produttive,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198391283
[Dipartimento delle attività produttive] D.D.G. n. 686 del 26/02/2019,Dipartimento delle attività produttive,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198393166
[Dipartimento delle attività produttive] DDG.682 del 26/02/2019,Dipartimento delle attività produttive,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198393220
[Dipartimento delle autonomie locali] D.D.G. n. 26/Serv.2 del 01.03.2019,Dipartimento delle autonomie locali,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198393913
[Dipartimento della funzione pubblica e del personale] Manifestazione di interesse presso il Dipartimento Reg. Funzione Pubblica e Personale - Serv.17 - Autoparco Regionale,Dipartimento della funzione pubblica e del personale,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198393763
[Archivio] ESTRATTO DEL VERBALE DEL 04/03/2019-S.A. COMUNE DI REGALBUTO - CIG 764702195A,Archivio,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198393872
[Dipartimento delle autonomie locali] D.D.G. n. 26/Serv.2 del 01.03.2019,Dipartimento delle autonomie locali,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198393373
[Dipartimento delle attività produttive] DDG.770 del 01/03/2019,Dipartimento delle attività produttive,"Mon, 04 Mar 2019 02:00:00 +0100",20190304,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198393448
[Il Presidente] Beni Culturali Domenica musei gratis in Sicilia,Il Presidente,"Fri, 01 Mar 2019 12:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/830B0673BD808E4DE050060A02027BED
"[Il Presidente] Cicloturismo La Sicilia nel circuito della ""Magna Grecia""",Il Presidente,"Fri, 01 Mar 2019 12:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/83044535564BE3D2E050060A02021E8B
[La Regione informa] ''M'illumino di meno'' 2019,La Regione informa,"Fri, 01 Mar 2019 12:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/830C06A6E08409D0E050060A010271AF
[La Regione informa] Incontro sindaci Conai,La Regione informa,"Fri, 01 Mar 2019 12:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/830B321056EF7479E050060A020270A1
"[La Regione informa] Area integrata dello stretto, accordo Sicilia-Calabria",La Regione informa,"Fri, 01 Mar 2019 12:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/830A10B24C88264EE050060A02022E52
"[La Regione informa] Riciclo, Sicilia protagonista a settimana europea",La Regione informa,"Fri, 01 Mar 2019 12:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/83054412C899DF94E050060A01023F58
[Dipartimento dell'istruzione e della formazione professionale] DA 382 del 26/02/2019,Dipartimento dell'istruzione e della formazione professionale,"Fri, 01 Mar 2019 02:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198389315
[Fondo Pensioni Sicilia] Pensioni 2013/2018: i dati sull'indebitamento dei dipendenti in quiescenza.,Fondo Pensioni Sicilia,"Fri, 01 Mar 2019 02:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198388043
[Dipartimento dell'agricoltura] Avviso - Manutenzione straordinaria Agroservizi - METAFert,Dipartimento dell'agricoltura,"Fri, 01 Mar 2019 02:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198389813
[Dipartimento delle attività produttive] DDG N. 744 DEL 28/02/2019,Dipartimento delle attività produttive,"Fri, 01 Mar 2019 02:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198389776
[Archivio] Accordo di Programma tra CONSORZIO NAZIONALE IMBALLAGGI (CONAI)e REGIONE SICILIANA,Archivio,"Fri, 01 Mar 2019 02:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198388483
[Dipartimento dell'agricoltura] Bando Misura ristrutturazione e riconversione vigneti (RRV) - Campagna 2018/2019 - Decreto di rettifica graduatorie,Dipartimento dell'agricoltura,"Fri, 01 Mar 2019 02:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198390165
"[Dipartimento dello sviluppo rurale e territoriale] Approvazione del ""Programma regionale degli interventi selvicolturali e infrastrutturali - Anno 2019"".",Dipartimento dello sviluppo rurale e territoriale,"Fri, 01 Mar 2019 02:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198388248
[La Regione informa] ,La Regione informa,,20190301,
[Dipartimento dell'agricoltura] Avviso - Manutenzione straordinaria Agroservizi - METAFert,Dipartimento dell'agricoltura,"Fri, 01 Mar 2019 02:00:00 +0100",20190301,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198388124
"[La Regione informa] Primo marzo, luci spente nelle Asp",La Regione informa,"Thu, 28 Feb 2019 12:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/82F77DB5182A1437E050060A020254E7
"[La Regione informa] Armao, l'insularità diventa priorità",La Regione informa,"Thu, 28 Feb 2019 12:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/82F5FE1D3B1517F3E050060A01027141
[Dipartimento dell'agricoltura] PSR Sicilia 2014 - 2020 - Sottomisura 4.3 Azione 3,Dipartimento dell'agricoltura,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385269
[Dipartimento delle attività produttive] DDG N. 334 DEL 28/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385420
[Dipartimento delle attività produttive] DDG N. 330 DEL 28/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385442
[Dipartimento delle attività produttive] DDG N. 325 DEL 28/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385446
[Dipartimento delle attività produttive] DDG N. 423 DEL 31/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385357
"[Dipartimento dell'ambiente] D.D.G. n. 4 del 4 gennaio 2019 - APPROVAZIONE BANDO PER ""L'ASSEGNAZIONE DEI BENI IMMOBILI DELLA REGIONE SICILIANA"" CHE VERSANO IN CONDIZIONI DI PRECARIETA' STATICA (già pubblicato in data 22/01/2019).",Dipartimento dell'ambiente,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198386056
[Dipartimento delle attività produttive] DDG N. 421 DEL 31/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385381
[Dipartimento delle attività produttive] DDG N. 338 DEL 28/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385399
[UREGA CT] AVVISO SEDUTA PUBBLICA COMMISSIONE DI GARA - S.A. SOCIETA' DEGLI INTERPORTI SICILIANI S.P.A.,UREGA CT,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198386060
[Dipartimento delle attività produttive] DDG N. 420 DEL 31/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198387344
[Dipartimento delle attività produttive] DDG N. 333 DEL 28/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385426
[Dipartimento della pesca mediterranea] Avviso: Chiusura locali Ufficio Unità Operativa Territoriale 3 di Sciacca,Dipartimento della pesca mediterranea,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385477
[Dipartimento delle attività produttive] DDG N. 427 DEL 31/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385324
[Dipartimento delle attività produttive] DDG N. 428 DEL 31/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385299
[Dipartimento delle attività produttive] DDG. 429 del 31/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198387261
[Dipartimento delle attività produttive] DDG N. 424 DEL 31/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198387299
[Dipartimento delle attività produttive] DDG N. 425 DEL 31/01/2019,Dipartimento delle attività produttive,"Thu, 28 Feb 2019 02:00:00 +0100",20190228,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198385347
[Il Presidente] Rifiuti Siglato accordo con Conai per la raccolta differenziata,Il Presidente,"Wed, 27 Feb 2019 12:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/82E38C65A14F0E27E050060A010255A1
[La Regione informa] Al via operazione verità su patrimonio immobiliare,La Regione informa,"Wed, 27 Feb 2019 12:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/82E35FA2F61FE391E050060A01026BD6
[La Regione informa] Avviato processo di semplificazione amministrativa,La Regione informa,"Wed, 27 Feb 2019 12:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/82E25A3703FA0E29E050060A010270C8
[La Regione informa] Il ''Parco Forza'' di Ispica si rifà il look,La Regione informa,"Wed, 27 Feb 2019 12:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/82E2257406D63469E050060A01024506
"[La Regione informa] Il ""Parco Forza"" di Ispica si rifà il look",La Regione informa,"Wed, 27 Feb 2019 12:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/82E2257406D63469E050060A01024506
[Dipartimento dell'istruzione e della formazione professionale] DDS 405 del 27/02/2019 MODIFICA DECRETO 295 del 13/02/2019 GRADUATORIA ANNUALE PERSONALE ATA ASSISTENTE AMMINISTRATIVO,Dipartimento dell'istruzione e della formazione professionale,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198352017
[Dipartimento dell'istruzione e della formazione professionale] DDS 404 del 27/02/2019 POCLAMAZIONE ELETTI IN SENO AI CONSIGLI DI DISCIPLINA PERSONALE DOCENTE E NON DOCENTE E DEL CONSIGLIO DI AMMINISTRAZIONE PERSONALE ATA,Dipartimento dell'istruzione e della formazione professionale,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351977
[UREGAPA] AVVISO - RIAPERTURA GARA - S.A. C.U.C. Comuni di Carini-Capaci-Terrasini-Torretta - CIG 7496803D88,UREGAPA,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351943
[Dipartimento delle attività produttive] DDG N. 314 DEL 28/01/2019,Dipartimento delle attività produttive,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351557
[Dipartimento delle attività produttive] DDG N. 305 DEL 28/01/2019,Dipartimento delle attività produttive,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351653
[Dipartimento delle attività produttive] DDG N. 418 DEL 31/01/2019,Dipartimento delle attività produttive,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351510
[Dipartimento delle attività produttive] DDG N. 318 DEL 28/01/2019,Dipartimento delle attività produttive,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351721
[Dipartimento delle attività produttive] DDG N. 415 DEL 31/01/2019,Dipartimento delle attività produttive,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351455
[Dipartimento delle attività produttive] DDG N. 309 DEL 28/01/2019,Dipartimento delle attività produttive,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351623
[Dipartimento dell'ambiente] Ditta Venumer s.r.l. - Convocazione prima Conferenza di Servizi del 14 marzo 2019,Dipartimento dell'ambiente,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351476
[UREGAPA] AVVISO - RIAPERTURA GARA - S.A. C.U.C. Comuni di Carini-Capaci-Terrasini-Torretta - CIG 7496803D88,UREGAPA,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351936
[Dipartimento delle attività produttive] DDG N. 316 DEL 28/01/2019,Dipartimento delle attività produttive,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351698
[Dipartimento delle attività produttive] DDG N. 308 DEL 28/01/2019,Dipartimento delle attività produttive,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351615
[Dipartimento delle attività produttive] DDG N. 409 DEL 31/01/2019,Dipartimento delle attività produttive,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351535
[Dipartimento delle attività produttive] DDG N. 419 DEL 31/01/2019,Dipartimento delle attività produttive,"Wed, 27 Feb 2019 02:00:00 +0100",20190227,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351518
[Il Presidente] PESCA Boom di domande per i bandi del Fondo europeo,Il Presidente,"Tue, 26 Feb 2019 12:00:00 +0100",20190226,https://pti.regione.sicilia.it/portal/page/portal/82CF280AF266B5C0E050060A01020309
"[La Regione informa] Musumeci, psicologi utili per superare emarginazione periferie",La Regione informa,"Tue, 26 Feb 2019 12:00:00 +0100",20190226,http://pti.regione.sicilia.it/portal/page/portal/82D14EAD232FBACEE050060A0102696D
"[La Regione informa] Gela, parte punto informazioni per area di crisi",La Regione informa,"Tue, 26 Feb 2019 12:00:00 +0100",20190226,http://pti.regione.sicilia.it/portal/page/portal/82D126F437357A76E050060A01021A47
[La Regione informa] Siglata convenzione tra Regione e RAP Spa,La Regione informa,"Tue, 26 Feb 2019 12:00:00 +0100",20190226,http://pti.regione.sicilia.it/portal/page/portal/82CE5E11954977DBE050060A010242D1
[La Regione informa] Lagalla incontra i licei musicali,La Regione informa,"Tue, 26 Feb 2019 12:00:00 +0100",20190226,http://pti.regione.sicilia.it/portal/page/portal/82CE104C9989B776E050060A01024B97
[Dipartimento del lavoro] Servizio II - Elenco Agenzie per il Lavoro,Dipartimento del lavoro,"Tue, 26 Feb 2019 02:00:00 +0100",20190226,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198349143
"[Dipartimento dell'urbanistica] Pubblicità postazioni dirigenziali vacanti ai sensi dell'art. 36, comma 10 del vigente CCRL area Dirigenziale RIPROPOSIZIONE",Dipartimento dell'urbanistica,"Tue, 26 Feb 2019 02:00:00 +0100",20190226,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198349590
[Dipartimento dell'agricoltura] Marchio collettivo Qualità sicura garantita dalla Regione Siciliana - Avviso,Dipartimento dell'agricoltura,"Tue, 26 Feb 2019 02:00:00 +0100",20190226,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198349866
[Dipartimento delle attività produttive] DDG.654 del 25/02/2019,Dipartimento delle attività produttive,"Tue, 26 Feb 2019 02:00:00 +0100",20190226,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198350068
[Dipartimento per le attività sanitarie e osservatorio epidemiologico] Pubblicità Postazione Dirigenziale Vacante,Dipartimento per le attività sanitarie e osservatorio epidemiologico,"Tue, 26 Feb 2019 02:00:00 +0100",20190226,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198349759
"[La Regione informa] Maltempo, Bandiera in visita nel Sud Est",La Regione informa,"Mon, 25 Feb 2019 12:00:00 +0100",20190225,http://pti.regione.sicilia.it/portal/page/portal/82B4050CE265740EE050060A01022AD4
[Dipartimento dell'istruzione e della formazione professionale] Comunicato 20473 del 25/02/2019 consegna modelli di Certificazione Unica anno 2018,Dipartimento dell'istruzione e della formazione professionale,"Mon, 25 Feb 2019 02:00:00 +0100",20190225,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198347973
[Dipartimento dell'agricoltura] PSR Sicilia 2014/2020 misura 1 sottomisura 1.2 - Avviso,Dipartimento dell'agricoltura,"Mon, 25 Feb 2019 02:00:00 +0100",20190225,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198347247
