titolo,sorgente,pubDate,ISODate,URL
[Dipartimento delle autonomie locali] D.A. n. 17 del 25/02/2019,Dipartimento delle autonomie locali,"Mon, 25 Feb 2019 02:00:00 +0100",20190225,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198351240
[Archivio] AVVISO APERTURA OFFERTE ECONOMICHE-S.A. COMUNE DI REGALBUTO-CIG 764702195A,Archivio,"Mon, 25 Feb 2019 02:00:00 +0100",20190225,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198348022
[Dipartimento della famiglia e delle politiche sociali] Progetti di Vita Indipendente Programma 2018,Dipartimento della famiglia e delle politiche sociali,"Mon, 25 Feb 2019 02:00:00 +0100",20190225,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198347861
[Archivio] AVVISO RIPRESA OPERAZIONI DI GARA-S.A. COMUNE DI REGALBUTO-CIG.764702195A,Archivio,"Mon, 25 Feb 2019 02:00:00 +0100",20190225,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198348005
[Archivio] AVVISO RIPRESA ATTIVITA' DI GARA - S.A. COMUNE DI GELA - CIG 7144229446,Archivio,"Mon, 25 Feb 2019 02:00:00 +0100",20190225,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198347917
[Dipartimento delle autonomie locali] D.A. n. 17 del 25/02/2019,Dipartimento delle autonomie locali,"Mon, 25 Feb 2019 02:00:00 +0100",20190225,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198348070
[Archivio] AVVISO APERTURA OFFERTE ECONOMICHE-S.A. COMUNE DI REGALBUTO-CIG 764702195A,Archivio,"Mon, 25 Feb 2019 02:00:00 +0100",20190225,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198348015
"[Il Presidente] Rifiuti Enna, impianto rifiuti di Cozzo Vuturo verso la riapertura",Il Presidente,"Sun, 24 Feb 2019 12:00:00 +0100",20190224,http://pti.regione.sicilia.it/portal/page/portal/82A56C09A8A4185FE050060A010255FA
"[La Regione informa] Termini Imerese, Musumeci incontra i sindaci della zona",La Regione informa,"Sun, 24 Feb 2019 12:00:00 +0100",20190224,http://pti.regione.sicilia.it/portal/page/portal/82A3DE06AD6740DAE050060A01027098
"[Il Presidente] Territorio Erosione, presentato il ""Contratto di Costa""",Il Presidente,"Fri, 22 Feb 2019 12:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/8280505AA94BD139E050060A01024725
[La Regione informa] La Regione Siciliana a Tourisma,La Regione informa,"Fri, 22 Feb 2019 12:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/827E4B3A0007A496E050060A01027802
[La Regione informa] Nuova centralità della medicina scolastica,La Regione informa,"Fri, 22 Feb 2019 12:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/827D6F65654D1F8BE050060A0202210C
[La Regione informa] Armao: giovedì prossimo confronto tra le Regioni,La Regione informa,"Fri, 22 Feb 2019 12:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/8278DECA1C687650E050060A02027ED1
[Dipartimento dell'istruzione e della formazione professionale] Circolare 7 del 22/02/2019 Bando L_ 62/2000 Borse di Studio a favore degli alunni della scuola primaria e secondaria di primo grado anno scolastico 2018/2019,Dipartimento dell'istruzione e della formazione professionale,"Fri, 22 Feb 2019 02:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198347113
"[Dipartimento del turismo, dello sport e dello spettacolo] STR 9 Agrigento","Dipartimento del turismo, dello sport e dello spettacolo","Fri, 22 Feb 2019 02:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198337516
[Dipartimento del lavoro] Dirigente Generale - Comunicato prot. 10730 del 22/02/2019,Dipartimento del lavoro,"Fri, 22 Feb 2019 02:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198337146
[Dipartimento degli affari extraregionali] Europa & Mediterraneo - Settimanale dell'Antenna Europe Direct- Carrefour Europeo Sicilia - ANNO XXI N. 08/19 20/02/19,Dipartimento degli affari extraregionali,"Fri, 22 Feb 2019 02:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198335210
[Genio Civile Caltanissetta] AVVISO,Genio Civile Caltanissetta,"Fri, 22 Feb 2019 02:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198329494
[Dipartimento dell'agricoltura] Disposizioni attuative - Servizio Assistenza Tecnica Allevatori,Dipartimento dell'agricoltura,"Fri, 22 Feb 2019 02:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198329152
[Genio Civile Agrigento] Determina a Contrarre e Affidamento Diretto,Genio Civile Agrigento,"Fri, 22 Feb 2019 02:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198329519
[Assessorato dell'economia] Testo dell'intervento,Assessorato dell'economia,"Fri, 22 Feb 2019 02:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198329569
[Dipartimento dell'istruzione e della formazione professionale] Circolare 7 del 22/02/2019 Bando L_ 62/2000 Borse di Studio a favore degli alunni della scuola primaria e secondaria di primo grado anno scolastico 2018/2019,Dipartimento dell'istruzione e della formazione professionale,"Fri, 22 Feb 2019 02:00:00 +0100",20190222,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198329415
[La Regione informa] Cattedrale Agrigento: riapertura dopo otto anni,La Regione informa,"Thu, 21 Feb 2019 12:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/826A8E87713B69B9E050060A01022A29
[La Regione informa] In arrivo nuovo bando per start-up innovative,La Regione informa,"Thu, 21 Feb 2019 12:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/8269D4A56A891B39E050060A01024DF5
[La Regione informa] Controlli sul grano al porto di Pozzallo,La Regione informa,"Thu, 21 Feb 2019 12:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/8269B64ADB156F56E050060A0102545F
"[La Regione informa] Presentazione del ""Contratto di Costa""",La Regione informa,"Thu, 21 Feb 2019 12:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/826393095B57B2ADE050060A020230F5
[La Regione informa] Accordo con le Province,La Regione informa,"Thu, 21 Feb 2019 12:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/826371BD431BBAFEE050060A02026FFA
[La Regione informa] Inaugurata a Milano mostra su Antonello,La Regione informa,"Thu, 21 Feb 2019 12:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/82636EBBCAD7DEADE050060A02024CE0
[Dipartimento del lavoro] Servizio IX - EURES - Offerte 21/02/2019,Dipartimento del lavoro,"Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198322904
[Dipartimento dell'istruzione e della formazione professionale] Circolare attuativa 4 del 19/02/2019 per l'utilizzo dello stanziamento del capitolo 772040 per Annualità 2019 e 2020,Dipartimento dell'istruzione e della formazione professionale,"Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198322856
[Dipartimento del lavoro] Servizio III - Nota prot. n. 10606 del 21/02/2019,Dipartimento del lavoro,"Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198326797
[Dipartimento del lavoro] Servizio III - Nota prot. n. 10591 del 21/02/2019,Dipartimento del lavoro,"Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198326783
[Dipartimento dell'istruzione e della formazione professionale] CIRCOLARE 6 del 21/02/2019 ANNO SCOLASTICO 2019/2020 INDICAZIONI OPERATIVE PER LE ISTITUZIONI SCOLASTICHE AVENTI SEDE NEL TERRITORIO DELLA REGIONE SICILIANA AI FINI DEL RICONOSCIMENTO DELLA PARITÀ SCOLASTICA,Dipartimento dell'istruzione e della formazione professionale,"Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198326708
[Dipartimento dell'istruzione e della formazione professionale] CIRCOLARE 05 del 21/02/2019 ANNO SCOLASTICO 2019/20 INDICAZIONI OPERATIVE PER LE ISTITUZIONI SCOLASTICHE AVENTI SEDE NEL TERRITORIO DELLA REGIONE SICILIANA AI FINI DELL' INCLUSIONE O DEL MANTENIMENTO NELL' ELENCO REGIONALE DELLE SCUOLE,Dipartimento dell'istruzione e della formazione professionale,"Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198322714
"[Dipartimento del turismo, dello sport e dello spettacolo] SERVIZIO 7 - Professioni turistiche e agenzie di viaggio","Dipartimento del turismo, dello sport e dello spettacolo","Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198335138
[Dipartimento delle attività produttive] AVVISO AZIENDE SETTORE TURISTICO MANIFESTAZIONI FIERISTICA MITT MOSCA 2019,Dipartimento delle attività produttive,"Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198326231
[Dipartimento dell'ambiente] UTA Agrigento - Festività del Santo Patrono,Dipartimento dell'ambiente,"Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198326365
[Dipartimento delle attività produttive] AVVISO AZIENDE SETTORE TURISTICO MANIFESTAZIONI FIERISTICA ITB BERLINO 2019,Dipartimento delle attività produttive,"Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198326238
[Dipartimento dei beni culturali e dell'identità siciliana] FAQ relative all'avviso pubblico per la presentazione di progetti relativi ad interventi per spese di investimento nel settore dei teatri,Dipartimento dei beni culturali e dell'identità siciliana,"Thu, 21 Feb 2019 02:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198326608
"[La Regione informa] Venerdì a Patti presentazione del ""Contratto di Costa""",La Regione informa,"Thu, 21 Feb 2019 12:00:00 +0100",20190221,http://pti.regione.sicilia.it/portal/page/portal/826393095B57B2ADE050060A020230F5
[Il Presidente] Zootecnia Dal governo Musumeci mano tesa agli allevatori,Il Presidente,"Wed, 20 Feb 2019 12:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/825ACC3C5FAA7B72E050060A020240F5
[Il Presidente] Enti locali Tre milioni e mezzo per la progettazione di opere pubbliche,Il Presidente,"Wed, 20 Feb 2019 12:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/8250530D6BCFDEBAE050060A01025EE0
[La Regione informa] Scavone nuovo assessore alla Famiglia,La Regione informa,"Wed, 20 Feb 2019 12:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/825A6D291220A90FE050060A020255FB
[Dipartimento del lavoro] Servizio X - Elenco scoperture ex Legge 68/1999 della Provincia di Agrigento al 31/12/2018,Dipartimento del lavoro,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198322307
[Dipartimento del lavoro] Servizio XIV - D.R.S. n. 335 del 20/02/2019,Dipartimento del lavoro,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198322281
[Dipartimento del lavoro] Servizio XIV - D.R.S. n. 333 del 20/02/2019,Dipartimento del lavoro,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198322273
"[Dipartimento dell'ambiente] Convocazione prima Conferenza di Servizi del 28 febbraio 2019 per il rilascio del Provvedimento Autorizzatorio Unico Regionale, ex art. 27-bis D. Lgs. 152/2016 e ss.mm.ii..",Dipartimento dell'ambiente,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198321829
[Ufficio spec. per la progettazione] AVVISO,Ufficio spec. per la progettazione,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198325638
[Archivio] AVVISO SEDUTA PUBBLICA COMMISSIONE GIUDICATRICE,Archivio,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198325698
[UREGA SR] AVVISO - Disposizione sorteggio pubblico componenti esperti commissione gara appalto Comune di Noto,UREGA SR,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198322064
[Dipartimento delle attività produttive] DDG. 571 del 18/02/2019,Dipartimento delle attività produttive,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198325713
[UREGA AG] AVVISO - Chiusura Uffici UREGA di Agrigento giorno 25 febbraio 2019,UREGA AG,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198325906
"[UREGAPA] AVVISO - Seduta pubblica - S.A. Presidio Ospedaliero ""V. CERVELLO"" Palermo - CIG 76175465D1",UREGAPA,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198321877
[Dipartimento della protezione civile] Avviso del 19.02.2019,Dipartimento della protezione civile,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198321446
[Dipartimento delle attività produttive] DDG. 571 del 18/02/2019,Dipartimento delle attività produttive,"Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198321737
"[Dipartimento delle infrastrutture, della mobilità e dei trasporti] 20/02/2019 - AVVISO - Noleggio Autobus con Conducente - Proroga presentazione istanze","Dipartimento delle infrastrutture, della mobilità e dei trasporti","Wed, 20 Feb 2019 02:00:00 +0100",20190220,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198321919
[Il Presidente] Energia Successo del bando per l'illuminazione nei Comuni,Il Presidente,"Tue, 19 Feb 2019 12:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/823EEACC789365DDE050060A01027F0E
"[La Regione informa] Alluvioni nel Riberese, governo individua soluzioni",La Regione informa,"Tue, 19 Feb 2019 12:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/8242463FEE17BAF4E050060A01026F47
[La Regione informa] Asse Sicilia - Malta per gasdotto e fondi europei,La Regione informa,"Tue, 19 Feb 2019 12:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/8241DC3937647F7DE050060A010251D3
[La Regione informa] Riapre la spiaggia di Scala dei Turchi,La Regione informa,"Tue, 19 Feb 2019 12:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/823EA3DBB44E2EFAE050060A01027FCE
"[La Regione informa] Strade rurali, arrivano 50 milioni",La Regione informa,"Tue, 19 Feb 2019 12:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/823DCD72EEF82687E050060A01025E07
"[La Regione informa] Nuovo ospedale SR, entro due mesi sarà scelta l'area",La Regione informa,"Tue, 19 Feb 2019 12:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/823C1A78B764BE62E050060A01023F5F
"[La Regione informa] Aeroporto CT, Musumeci e Falcone a cantiere stazione FS",La Regione informa,"Tue, 19 Feb 2019 12:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/823B3A0D2A99ECDEE050060A0102281B
[Dipartimento delle finanze e del credito] Pubblicita' postazioni dirigenziali vacanti.,Dipartimento delle finanze e del credito,"Tue, 19 Feb 2019 02:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198323116
[Dipartimento del lavoro] Servizio IX - EURES - Offerte di lavoro fotografi 19/02/2019,Dipartimento del lavoro,"Tue, 19 Feb 2019 02:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198296338
[Dipartimento del lavoro] Servizio IX - EURES - Offerte di lavoro 19/02/2019,Dipartimento del lavoro,"Tue, 19 Feb 2019 02:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198296306
[Dipartimento del lavoro] SERVIZIO XVI - D.D.S. n. 319 del 18/02/2019,Dipartimento del lavoro,"Tue, 19 Feb 2019 02:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198296291
[Dipartimento dell'istruzione e della formazione professionale] COMUNICATO 17431 del 19/02/2019 Avviso 2/2018 Inserimento dati sul sistema informativo Sicilia FSE 1420,Dipartimento dell'istruzione e della formazione professionale,"Tue, 19 Feb 2019 02:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198295885
[Dipartimento del lavoro] Servizio XII - D.D.S. n. 312 del 15/02/2019 - Lavoratori forestali,Dipartimento del lavoro,"Tue, 19 Feb 2019 02:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198295116
"[Dipartimento dell'ambiente] Convocazione Conferenza di Servizi conclusiva del 26 febbraio 2019 per il rilascio del Provvedimento Autorizzatorio Unico Regionale, ex art. 27-bis D. Lgs. 152/2016 e ss.mm.ii..",Dipartimento dell'ambiente,"Tue, 19 Feb 2019 02:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198296110
[Archivio] VERBALE DI GARA del 18/02/2019 - S.A. COMUNE DI GELA - CIG 7629947F6F,Archivio,"Tue, 19 Feb 2019 02:00:00 +0100",20190219,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198295739
[Il Presidente] Ex Province Da Palermo appello al governo Conte,Il Presidente,"Mon, 18 Feb 2019 12:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/822E25A984131FFDE050060A010216D2
[La Regione informa] Ambasciatore cinese a Palazzo d'Orleans,La Regione informa,"Mon, 18 Feb 2019 12:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/822DF0263D401EDBE050060A0102309C
[La Regione informa] Firmato protocollo con associazione Joe Petrosino,La Regione informa,"Mon, 18 Feb 2019 12:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/822DCCE6AD18A4E6E050060A01023671
"[La Regione informa] Sisma, dal Miur finanziamenti straordinari",La Regione informa,"Mon, 18 Feb 2019 12:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/8227B39DCEDCD6CFE050060A01020448
[La Regione informa] Travel blogger a Taormina e Siracusa,La Regione informa,"Mon, 18 Feb 2019 12:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/8227B39DCE89D6CFE050060A01020448
[La Regione informa] Commissione SEDEC per la prima volta in Italia,La Regione informa,"Mon, 18 Feb 2019 12:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/82276F74E0745017E050060A01026FA7
[La Regione informa] Musumeci incontra parlamentari nazionali,La Regione informa,"Mon, 18 Feb 2019 12:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/822762A5A4957B80E050060A01022B29
[Dipartimento del lavoro] Servizio IX - EURES - Offerte lavoro 18/02/2019,Dipartimento del lavoro,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198294949
[Genio Civile Agrigento] Aggiornamento dinamico dell'albo delle imprese di fiducia,Genio Civile Agrigento,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198294567
[Archivio] Fondo di Rotazione per la Progettazione,Archivio,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198294754
[Genio Civile Agrigento] AVVISO ALL'UTENZA:,Genio Civile Agrigento,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198294222
